tx_name	Promoter	5'UTR	CDS	3'UTR	TTS	Intron	Exon	Transcript	chr	start	end	name	strand	gene_id	gene_name	gene_biotype
ENST00000328070.6	0	2	0	0	0	1	2	3	chr19	57106668	57137849	160512	+	ENSG00000197951.4	ZNF71	protein_coding
ENST00000598409.1	0	1	0	0	0	0	1	1	chr19	57154513	57167134	160531	+	ENSG00000268182.1	SMIM17	protein_coding
ENST00000254181.4	0	0	0	0	0	0	0	0	chr19	57631411	57643294	161023	+	ENSG00000131864.6	USP29	protein_coding
ENST00000263095.6	0	2	0	0	0	2	2	4	chr19	57702868	57724724	161102	+	ENSG00000083844.6	ZNF264	protein_coding
ENST00000601799.1	0	0	0	0	0	0	0	0	chr19	57742508	57746916	161228	+	ENSG00000105146.8	AURKC	protein_coding
ENST00000535550.1	0	2	0	0	0	0	2	2	chr19	57751973	57766503	161309	+	ENSG00000204524.5	ZNF805	protein_coding
ENST00000282282.3	0	1	0	0	0	0	1	1	chr19	57874934	57890933	161481	+	ENSG00000152433.10	ZNF547	protein_coding
ENST00000597658.1	0	1	0	0	0	0	1	1	chr19	57874934	57909952	161526	+	ENSG00000268133.1	AC003002.4	protein_coding
ENST00000596755.1	0	1	0	0	0	0	1	1	chr19	57874935	57876677	161518	+	ENSG00000256060.2	TRAPPC2P1	protein_coding
ENST00000366197.5	0	1	0	0	0	0	1	1	chr19	57901218	57912786	161538	+	ENSG00000188785.7	ZNF548	protein_coding
ENST00000596400.1	0	0	0	0	0	0	0	0	chr19	57901376	57931362	161701	+	ENSG00000269533.1	AC003002.6	protein_coding
ENST00000597410.1	0	0	0	0	0	0	0	0	chr19	57905551	57949825	161713	+	ENSG00000268533.1	AC004076.7	protein_coding
ENST00000307658.7	0	0	0	0	0	0	0	0	chr19	57922532	57933307	161726	+	ENSG00000186272.8	ZNF17	protein_coding
ENST00000334181.4	0	1	0	0	0	0	1	1	chr19	57946697	57956853	161777	+	ENSG00000186230.6	ZNF749	protein_coding
ENST00000601674.1	0	1	0	0	0	0	1	1	chr19	57999086	58016728	162109	+	ENSG00000268107.1	AC003005.4	protein_coding
ENST00000424930.2	0	1	0	0	0	0	1	1	chr19	57999090	58006016	162008	+	ENSG00000105136.15	ZNF419	protein_coding
ENST00000599847.1	0	2	0	0	0	0	2	2	chr19	58011307	58029772	162162	+	ENSG00000152439.8	ZNF773	protein_coding
ENST00000602149.1	0	2	0	0	0	0	2	2	chr19	58038794	58068910	162244	+	ENSG00000121406.4	ZNF549	protein_coding
ENST00000332854.6	0	0	0	0	0	0	0	0	chr19	58111253	58119635	162457	+	ENSG00000183647.6	ZNF530	protein_coding
ENST00000396161.5	0	0	0	0	0	0	0	0	chr19	58125619	58134724	162509	+	ENSG00000213762.6	ZNF134	protein_coding
ENST00000540556.1	0	1	0	0	0	0	1	1	chr19	58144549	58154132	162572	+	ENSG00000121417.9	ZNF211	protein_coding
ENST00000318203.5	0	0	0	0	0	0	0	0	chr19	58180303	58190520	162694	+	ENSG00000180532.6	ZSCAN4	protein_coding
ENST00000282296.5	0	0	0	0	0	0	0	0	chr19	58193347	58202022	162719	+	ENSG00000204519.6	ZNF551	protein_coding
ENST00000594684.1	0	0	0	0	0	0	0	0	chr19	58193413	58264943	162759	+	ENSG00000269026.2	AC003006.7	protein_coding
ENST00000317178.5	0	0	0	0	0	0	0	0	chr19	58258164	58269527	162885	+	ENSG00000152443.8	ZNF776	protein_coding
ENST00000391702.3	0	0	0	0	0	0	0	0	chr19	58281023	58291982	162922	+	ENSG00000083828.11	ZNF586	protein_coding
ENST00000596498.2	0	1	0	0	0	0	1	1	chr19	58331094	58370309	163040	+	ENSG00000268750.2	CTD-2583A14.10	protein_coding
ENST00000442832.4	0	0	0	0	0	0	0	0	chr19	58341663	58357606	163109	+	ENSG00000269343.2	ZNF587B	protein_coding
ENST00000339656.5	0	0	0	0	0	0	0	0	chr19	58361225	58376480	163270	+	ENSG00000198466.8	ZNF587	protein_coding
ENST00000550135.1	0	0	0	0	0	0	0	0	chr19	58513429	58522600	163719	+	ENSG00000176593.3	CTD-2368P22.1	protein_coding
ENST00000282326.1	0	1	0	0	0	1	1	2	chr19	58545434	58565999	163793	+	ENSG00000152467.5	ZSCAN1	protein_coding
ENST00000506786.1	0	1	0	0	0	0	1	1	chr19	58570648	58580773	163901	+	ENSG00000176293.15	ZNF135	protein_coding
ENST00000326804.4	0	3	0	0	0	0	3	3	chr19	58694396	58724927	164174	+	ENSG00000171606.13	ZNF274	protein_coding
ENST00000196548.5	0	1	0	0	0	0	1	1	chr19	58790317	58807254	164606	+	ENSG00000083842.8	ZNF8	protein_coding
ENST00000608843.1	0	1	0	0	0	0	1	1	chr19	58790318	58807254	164620	+	ENSG00000273439.1	ZNF8	protein_coding
ENST00000591325.1	0	1	1	0	0	0	2	2	chr19	58790332	58826563	164634	+	ENSG00000267216.1	AC010642.1	protein_coding
ENST00000329665.4	0	2	0	0	0	0	2	2	chr19	58838385	58853698	164696	+	ENSG00000182318.5	ZSCAN22	protein_coding
ENST00000306910.4	0	5	0	0	0	0	5	5	chr19	58919992	58929694	165009	+	ENSG00000171574.13	ZNF584	protein_coding
ENST00000391696.1	0	0	0	0	0	1	0	1	chr19	58963014	58969179	165192	+	ENSG00000249471.3	ZNF324B	protein_coding
ENST00000536459.2	0	1	0	0	0	0	1	1	chr19	58978423	58984945	165204	+	ENSG00000083812.7	ZNF324	protein_coding
ENST00000596341.1	0	2	1	0	0	0	3	3	chr19	58985384	58992595	165247	+	ENSG00000083838.11	ZNF446	protein_coding
ENST00000253024.5	0	4	1	0	0	1	5	6	chr19	59055836	59062083	165502	+	ENSG00000130726.7	TRIM28	protein_coding
ENST00000264819.4	0	2	1	1	0	1	4	5	chr19	305575	344793	225	-	ENSG00000105556.6	MIER2	protein_coding
ENST00000342640.4	0	3	3	0	0	0	6	6	chr19	362057	376013	283	-	ENSG00000105549.6	THEG	protein_coding
ENST00000332235.6	0	4	2	3	0	0	9	9	chr19	405438	409139	333	-	ENSG00000183186.6	C2CD4C	protein_coding
ENST00000315489.4	0	3	2	0	0	1	5	6	chr19	463346	474983	456	-	ENSG00000181781.5	ODF3L2	protein_coding
ENST00000588649.2	0	0	8	0	0	1	8	9	chr19	617223	633597	857	-	ENSG00000099821.9	POLRMT	protein_coding
ENST00000329267.7	0	0	1	0	0	0	1	1	chr19	685521	695460	1205	-	ENSG00000185198.7	PRSS57	protein_coding
ENST00000606248.1	0	1	8	7	0	3	16	19	chr19	867963	893216	1857	-	ENSG00000175221.10	MED16	protein_coding
ENST00000361574.5	0	2	7	0	0	4	9	13	chr19	896503	913231	2071	-	ENSG00000198858.5	R3HDM4	protein_coding
ENST00000215587.7	0	2	2	0	0	0	4	4	chr19	1088147	1095598	3639	-	ENSG00000099817.7	POLR2E	protein_coding
ENST00000361757.3	0	6	78	3	0	27	87	114	chr19	1107636	1174282	3849	-	ENSG00000064932.11	SBNO2	protein_coding
ENST00000436106.2	0	1	0	0	0	0	1	1	chr19	1473200	1479555	6181	-	ENSG00000119559.11	C19orf25	protein_coding
ENST00000300954.5	0	1	16	0	0	0	17	17	chr19	1481427	1490407	6328	-	ENSG00000115257.11	PCSK4	protein_coding
ENST00000330475.4	0	4	9	0	2	1	13	14	chr19	1505023	1513188	6532	-	ENSG00000185761.6	ADAMTSL5	protein_coding
ENST00000590550.2	0	0	1	0	0	0	1	1	chr19	1576639	1585529	6813	-	ENSG00000071655.13	MBD3	protein_coding
ENST00000170168.4	0	0	22	0	0	6	22	28	chr19	1815248	1848452	7689	-	ENSG00000079313.7	REXO1	protein_coding
ENST00000250916.4	0	8	5	4	0	10	17	27	chr19	1852400	1863567	7799	-	ENSG00000129911.4	KLF16	protein_coding
ENST00000357066.3	0	2	0	0	0	1	2	3	chr19	2071037	2096331	8474	-	ENSG00000172081.9	MOB3A	protein_coding
ENST00000589097.1	0	2	0	0	0	0	2	2	chr19	2233153	2237703	9199	-	ENSG00000104886.5	PLEKHJ1	protein_coding
ENST00000300961.6	0	3	0	0	0	0	3	3	chr19	2252251	2256416	9384	-	ENSG00000167476.6	JSRP1	protein_coding
ENST00000342063.3	0	2	2	2	3	0	6	6	chr19	2274631	2282175	9560	-	ENSG00000188305.4	C19orf35	protein_coding
ENST00000585527.1	0	0	1	0	1	0	1	1	chr19	2289783	2292023	9594	-	ENSG00000220008.2	LINGO3	protein_coding
ENST00000215570.3	0	3	0	0	0	0	3	3	chr19	2425622	2427892	9866	-	ENSG00000099800.3	TIMM13	protein_coding
ENST00000325327.3	0	1	3	3	0	3	7	10	chr19	2428164	2456994	9895	-	ENSG00000176619.6	LMNB2	protein_coding
ENST00000382159.3	0	1	0	0	0	27	1	28	chr19	2511217	2702707	10036	-	ENSG00000176533.8	GNG7	protein_coding
ENST00000323469.4	0	4	1	5	0	1	10	11	chr19	2714565	2721416	10086	-	ENSG00000176490.4	DIRAS1	protein_coding
ENST00000586572.1	0	3	0	0	0	5	3	8	chr19	2717767	2740046	10112	-	ENSG00000267001.1	AC006538.4	protein_coding
ENST00000455372.2	0	3	0	0	0	0	3	3	chr19	2734522	2740026	10167	-	ENSG00000141873.6	SLC39A3	protein_coding
ENST00000221566.2	0	0	2	0	0	6	2	8	chr19	2754712	2783369	10180	-	ENSG00000104969.5	SGTA	protein_coding
ENST00000262953.6	0	3	1	0	0	0	4	4	chr19	2997636	3029165	10778	-	ENSG00000065717.10	TLE2	protein_coding
ENST00000221561.8	0	5	22	0	0	2	27	29	chr19	3052908	3063105	11237	-	ENSG00000104964.10	AES	protein_coding
ENST00000215531.4	0	3	1	0	0	1	4	5	chr19	3474405	3480540	11996	-	ENSG00000095932.5	C19orf77	protein_coding
ENST00000427575.1	0	0	1	0	1	0	1	1	chr19	3490820	3500938	12039	-	ENSG00000129932.3	DOHH	protein_coding
ENST00000355415.2	0	2	8	0	0	1	10	11	chr19	3544197	3557571	12310	-	ENSG00000161091.8	MFSD12	protein_coding
ENST00000429344.2	0	1	5	0	2	3	6	9	chr19	3610639	3626813	12657	-	ENSG00000105298.9	CACTIN	protein_coding
ENST00000335312.3	0	0	16	0	0	22	16	38	chr19	3630181	3700477	12821	-	ENSG00000186111.4	PIP5K1C	protein_coding
ENST00000316757.3	0	1	0	0	0	0	1	1	chr19	3750878	3761697	13329	-	ENSG00000011132.7	APBA3	protein_coding
ENST00000555633.1	0	1	2	0	0	0	3	3	chr19	3769087	3772233	13415	-	ENSG00000173976.11	RAX2	protein_coding
ENST00000310132.6	0	6	9	0	0	0	15	15	chr19	3777971	3786414	13461	-	ENSG00000007264.9	MATK	protein_coding
ENST00000545797.2	0	3	4	0	0	1	7	8	chr19	3958451	3971068	14054	-	ENSG00000167657.7	DAPK3	protein_coding
ENST00000322357.4	0	8	6	1	0	12	15	27	chr19	4044362	4066943	14267	-	ENSG00000178951.4	ZBTB7A	protein_coding
ENST00000262948.5	0	1	3	0	1	5	4	9	chr19	4090319	4124126	14294	-	ENSG00000126934.9	MAP2K2	protein_coding
ENST00000337491.2	0	1	3	0	1	0	4	4	chr19	4174106	4182601	14592	-	ENSG00000077463.10	SIRT6	protein_coding
ENST00000599736.1	0	1	0	9	0	1	10	11	chr19	4324041	4342783	15332	-	ENSG00000178078.7	STAP2	protein_coding
ENST00000269886.3	0	3	4	0	0	7	7	14	chr19	4360367	4400544	15619	-	ENSG00000141985.5	SH3GL1	protein_coding
ENST00000301281.6	0	3	7	0	2	6	10	16	chr19	4445003	4457819	15844	-	ENSG00000167671.7	UBXN6	protein_coding
ENST00000381848.3	0	2	1	0	0	0	3	3	chr19	4522543	4535236	16193	-	ENSG00000214456.4	PLIN5	protein_coding
ENST00000586020.1	0	1	0	0	0	0	1	1	chr19	4528439	4540079	16253	-	ENSG00000267385.1	CTB-50L17.14	protein_coding
ENST00000306390.6	0	1	0	1	0	0	2	2	chr19	4536421	4540486	16267	-	ENSG00000171236.9	LRG1	protein_coding
ENST00000586582.1	0	1	9	0	0	0	10	10	chr19	4542605	4559820	16318	-	ENSG00000167680.11	SEMA6B	protein_coding
ENST00000262947.3	0	1	0	0	0	1	1	2	chr19	4657557	4670382	16439	-	ENSG00000074842.3	C19orf10	protein_coding
ENST00000262960.9	0	4	4	0	0	9	8	17	chr19	4675238	4723875	16522	-	ENSG00000142002.12	DPP9	protein_coding
ENST00000248244.5	0	1	0	0	0	0	1	1	chr19	4815944	4831716	16962	-	ENSG00000127666.8	TICAM1	protein_coding
ENST00000221957.4	0	2	0	0	0	1	2	3	chr19	4838353	4867780	16976	-	ENSG00000105355.4	PLIN3	protein_coding
ENST00000381781.2	0	0	0	0	1	0	0	0	chr19	4890449	4902879	17094	-	ENSG00000205784.2	ARRDC5	protein_coding
ENST00000372412.4	0	3	11	1	0	21	15	36	chr19	5205519	5340814	17507	-	ENSG00000105426.10	PTPRS	protein_coding
ENST00000252542.4	0	1	1	0	1	2	2	4	chr19	5587010	5622991	18156	-	ENSG00000130254.7	SAFB2	protein_coding
ENST00000309324.4	0	0	0	0	0	0	0	0	chr19	5678433	5680907	18756	-	ENSG00000174917.4	C19orf70	protein_coding
ENST00000360614.3	0	1	24	0	0	6	25	31	chr19	5691845	5720301	19151	-	ENSG00000196365.7	LONP1	protein_coding
ENST00000390672.2	0	0	0	0	0	0	0	0	chr19	5782971	5784610	19571	-	ENSG00000212123.3	PRR22	protein_coding
ENST00000586012.1	0	0	0	0	0	0	0	0	chr19	5784016	5785630	19588	-	ENSG00000267157.1	CTB-54O9.9	protein_coding
ENST00000309061.7	0	0	1	0	0	1	1	2	chr19	5785151	5791249	19647	-	ENSG00000141994.11	DUS3L	protein_coding
ENST00000318336.4	0	0	0	0	1	0	0	0	chr19	5830637	5839742	19808	-	ENSG00000156413.9	FUT6	protein_coding
ENST00000303225.6	0	0	0	0	0	0	0	0	chr19	5842902	5851482	19913	-	ENSG00000171124.8	FUT3	protein_coding
ENST00000252675.5	0	3	0	0	0	6	3	9	chr19	5866182	5903798	19994	-	ENSG00000130383.6	FUT5	protein_coding
ENST00000592091.1	0	2	0	0	0	6	2	8	chr19	5866182	5903798	20010	-	ENSG00000267740.1	AC024592.12	protein_coding
ENST00000418389.2	0	2	0	1	0	0	3	3	chr19	5891287	5903797	20044	-	ENSG00000174886.8	NDUFA11	protein_coding
ENST00000303657.5	0	0	0	0	0	8	0	8	chr19	5993175	6110545	20745	-	ENSG00000087903.8	RFX2	protein_coding
ENST00000252674.7	0	2	6	0	0	18	8	26	chr19	6212966	6279959	21345	-	ENSG00000130382.7	MLLT1	protein_coding
ENST00000301452.4	0	0	1	0	0	0	1	1	chr19	6306153	6333640	21386	-	ENSG00000167769.4	ACER1	protein_coding
ENST00000597721.1	0	1	0	0	0	0	1	1	chr19	6375159	6379069	21520	-	ENSG00000125650.4	PSPN	protein_coding
ENST00000394456.5	0	3	2	0	0	0	5	5	chr19	6379580	6393471	21536	-	ENSG00000125651.9	GTF2F1	protein_coding
ENST00000458275.2	0	0	0	1	0	1	1	2	chr19	6426050	6433773	21889	-	ENSG00000181240.9	SLC25A41	protein_coding
ENST00000301454.4	0	4	3	0	0	0	7	7	chr19	6440075	6459746	22011	-	ENSG00000125648.10	SLC25A23	protein_coding
ENST00000264071.2	0	4	0	0	0	0	4	4	chr19	6494330	6502595	22462	-	ENSG00000104833.6	TUBB4A	protein_coding
ENST00000245903.3	0	2	0	0	0	1	2	3	chr19	6585850	6591163	22681	-	ENSG00000125726.6	CD70	protein_coding
ENST00000326176.9	0	0	2	0	0	0	2	2	chr19	6663148	6670599	22720	-	ENSG00000125735.6	TNFSF14	protein_coding
ENST00000245907.6	0	0	5	0	0	1	5	6	chr19	6677715	6720693	22751	-	ENSG00000125730.12	C3	protein_coding
ENST00000264080.7	0	1	3	0	0	3	4	7	chr19	6729925	6737614	22944	-	ENSG00000125734.9	GPR108	protein_coding
ENST00000245908.6	0	0	3	0	0	0	3	3	chr19	6752309	6767599	23501	-	ENSG00000125731.8	SH2D3A	protein_coding
ENST00000381394.4	0	0	0	0	0	0	0	0	chr19	7037759	7040190	24197	-	ENSG00000205718.4	MBD3L4	protein_coding
ENST00000333843.4	0	0	0	0	0	0	0	0	chr19	7056220	7058651	24217	-	ENSG00000182315.4	MBD3L3	protein_coding
ENST00000593942.1	0	0	1	0	0	2	1	3	chr19	7541762	7562335	24662	-	ENSG00000104883.3	PEX11G	protein_coding
ENST00000358368.4	0	0	11	0	1	0	11	11	chr19	7684411	7694451	25564	-	ENSG00000076924.7	XAB2	protein_coding
ENST00000311069.5	0	3	2	0	0	0	5	5	chr19	7696501	7698634	25802	-	ENSG00000174788.5	PCP2	protein_coding
ENST00000346664.5	0	0	8	0	0	0	8	8	chr19	7753662	7767032	26304	-	ENSG00000104921.10	FCER2	protein_coding
ENST00000328853.5	0	1	4	0	0	0	5	5	chr19	7793843	7797057	26398	-	ENSG00000182566.8	CLEC4G	protein_coding
ENST00000315599.7	0	0	1	0	0	0	1	1	chr19	7804883	7812420	26460	-	ENSG00000090659.13	CD209	protein_coding
ENST00000539422.1	0	6	6	0	0	0	12	12	chr19	7933605	7939326	27001	-	ENSG00000183248.7	CTD-3193O13.9	protein_coding
ENST00000539278.1	0	2	0	0	0	0	2	2	chr19	7963689	7968427	27085	-	ENSG00000214248.2	AC010336.1	protein_coding
ENST00000318978.4	0	10	0	0	1	0	10	10	chr19	7989372	7991051	27322	-	ENSG00000178531.4	CTXN1	protein_coding
ENST00000270538.3	0	1	1	0	0	3	2	5	chr19	7991625	8008805	27377	-	ENSG00000104980.3	TIMM44	protein_coding
ENST00000407627.2	0	1	0	1	0	5	2	7	chr19	8023463	8070492	27484	-	ENSG00000066044.9	ELAVL1	protein_coding
ENST00000600128.1	0	2	3	0	0	2	5	7	chr19	8130286	8214730	27631	-	ENSG00000142449.8	FBN3	protein_coding
ENST00000596002.1	0	2	0	0	0	0	2	2	chr19	8367011	8373184	28297	-	ENSG00000167775.6	CD320	protein_coding
ENST00000598884.1	0	2	0	0	0	1	2	3	chr19	8373167	8386263	28360	-	ENSG00000167774.2	NDUFA7	protein_coding
ENST00000301457.2	0	2	0	0	0	1	2	3	chr19	8376168	8386280	28424	-	ENSG00000267855.1	NDUFA7	protein_coding
ENST00000330915.3	0	1	1	0	0	0	2	2	chr19	8387468	8408146	28466	-	ENSG00000186994.7	KANK3	protein_coding
ENST00000423345.4	0	2	1	0	1	2	3	5	chr19	8554940	8567996	29159	-	ENSG00000133246.7	PRAM1	protein_coding
ENST00000393927.4	0	1	1	0	0	0	2	2	chr19	8575462	8579044	29226	-	ENSG00000133250.9	ZNF414	protein_coding
ENST00000338257.8	0	1	6	0	0	1	7	8	chr19	8585674	8642461	29316	-	ENSG00000142347.12	MYO1F	protein_coding
ENST00000324436.3	0	0	0	0	0	0	0	0	chr19	8807751	8809172	29851	-	ENSG00000181786.3	ACTL9	protein_coding
ENST00000601372.1	0	4	0	0	0	0	4	4	chr19	8920380	8943004	29873	-	ENSG00000167785.4	ZNF558	protein_coding
ENST00000397910.4	0	0	1	0	0	1	1	2	chr19	8959520	9092018	29987	-	ENSG00000181143.11	MUC16	protein_coding
ENST00000305456.2	0	0	0	0	0	0	0	0	chr19	9212945	9213982	30483	-	ENSG00000170923.2	OR7G2	protein_coding
ENST00000293614.1	0	0	0	0	0	0	0	0	chr19	9225274	9226439	30490	-	ENSG00000161807.2	OR7G1	protein_coding
ENST00000305444.2	0	0	0	0	0	0	0	0	chr19	9236688	9237626	30505	-	ENSG00000170920.2	OR7G3	protein_coding
ENST00000308682.2	0	0	0	0	0	0	0	0	chr19	9324526	9325542	30605	-	ENSG00000174667.2	OR7D4	protein_coding
ENST00000592904.1	0	0	0	0	0	0	0	0	chr19	9523277	9531421	31414	-	ENSG00000174652.13	ZNF266	protein_coding
ENST00000301480.4	0	0	0	0	0	0	0	0	chr19	9577183	9609283	31493	-	ENSG00000198028.3	ZNF560	protein_coding
ENST00000593003.1	0	2	0	0	0	0	2	2	chr19	9638683	9649266	31568	-	ENSG00000130818.6	ZNF426	protein_coding
ENST00000302851.3	0	1	0	0	0	0	1	1	chr19	9718008	9732075	31677	-	ENSG00000171469.6	ZNF561	protein_coding
ENST00000457674.2	0	0	0	0	0	0	0	0	chr19	9800600	9811452	32133	-	ENSG00000224689.3	ZNF812	protein_coding
ENST00000264833.4	0	4	1	0	0	8	5	13	chr19	9964394	10047228	32656	-	ENSG00000105088.4	OLFM2	protein_coding
ENST00000264828.3	0	4	10	0	0	1	14	15	chr19	10070237	10121147	32724	-	ENSG00000080573.6	COL5A3	protein_coding
ENST00000253109.4	0	0	1	0	0	2	1	3	chr19	10203017	10213472	33170	-	ENSG00000130812.6	ANGPTL6	protein_coding
ENST00000253108.4	0	1	6	0	0	0	7	7	chr19	10225693	10230578	33417	-	ENSG00000130811.6	EIF3G	protein_coding
ENST00000340748.4	0	2	2	0	0	1	4	5	chr19	10244022	10305811	33750	-	ENSG00000130816.10	DNMT1	protein_coding
ENST00000590320.1	0	2	0	0	0	2	2	4	chr19	10334520	10341948	34237	-	ENSG00000267534.1	S1PR2	protein_coding
ENST00000403903.3	0	0	1	0	0	0	1	1	chr19	10415479	10420556	34588	-	ENSG00000220201.3	ZGLP1	protein_coding
ENST00000452032.2	0	1	0	0	0	0	1	1	chr19	10416103	10426685	34700	-	ENSG00000167807.11	CTD-2369P2.10	protein_coding
ENST00000541276.1	0	1	0	0	0	0	1	1	chr19	10416103	10426685	34619	-	ENSG00000267673.2	FDX1L	protein_coding
ENST00000586529.1	0	0	1	2	0	0	3	3	chr19	10426147	10431354	34736	-	ENSG00000267303.1	CTD-2369P2.12	protein_coding
ENST00000293677.6	0	3	12	2	0	0	17	17	chr19	10426888	10444316	34756	-	ENSG00000161847.9	RAVER1	protein_coding
ENST00000589261.1	0	0	0	0	0	0	0	0	chr19	10444455	10450295	34878	-	ENSG00000076662.5	ICAM3	protein_coding
ENST00000525621.1	0	3	6	0	0	1	9	10	chr19	10461209	10491352	35006	-	ENSG00000105397.9	TYK2	protein_coding
ENST00000222005.2	0	5	3	0	0	0	8	8	chr19	10501810	10514209	35270	-	ENSG00000105401.2	CDC37	protein_coding
ENST00000171111.5	0	3	1	0	0	0	4	4	chr19	10596796	10614417	35636	-	ENSG00000079999.9	KEAP1	protein_coding
ENST00000439028.3	0	3	0	0	0	0	3	3	chr19	10623623	10628607	35743	-	ENSG00000180739.12	S1PR5	protein_coding
ENST00000312962.6	0	3	0	0	0	0	3	3	chr19	10663761	10676713	35983	-	ENSG00000129347.15	KRI1	protein_coding
ENST00000393599.2	0	2	0	0	0	0	2	2	chr19	10677138	10679654	36209	-	ENSG00000129355.6	CDKN2D	protein_coding
ENST00000590923.1	0	0	0	0	0	0	0	0	chr19	10683347	10697991	36241	-	ENSG00000129354.7	AP1M2	protein_coding
ENST00000586748.1	0	6	0	0	0	1	6	7	chr19	11033444	11039329	38168	-	ENSG00000130733.6	YIPF2	protein_coding
ENST00000592540.1	0	2	0	0	0	1	2	3	chr19	11256170	11266484	39504	-	ENSG00000161888.7	SPC24	protein_coding
ENST00000432929.2	0	4	6	0	0	1	10	11	chr19	11274944	11308243	39610	-	ENSG00000197256.6	KANK2	protein_coding
ENST00000294618.7	0	5	11	0	0	3	16	19	chr19	11309971	11373128	39801	-	ENSG00000130158.9	DOCK6	protein_coding
ENST00000222120.3	0	2	0	2	0	1	4	5	chr19	11432722	11450344	40257	-	ENSG00000105514.3	RAB3D	protein_coding
ENST00000354882.5	0	0	2	0	0	1	2	3	chr19	11453454	11456722	40329	-	ENSG00000105518.9	TMEM205	protein_coding
ENST00000592375.2	0	4	5	1	0	0	10	10	chr19	11488301	11494988	40814	-	ENSG00000187266.9	EPOR	protein_coding
ENST00000380456.3	0	0	6	0	0	3	6	9	chr19	11504733	11530018	41022	-	ENSG00000205517.8	RGL3	protein_coding
ENST00000591345.1	0	0	0	7	0	1	7	8	chr19	11531272	11545999	41227	-	ENSG00000198003.7	CCDC151	protein_coding
ENST00000359227.3	0	3	4	3	0	1	10	11	chr19	11562141	11591848	41732	-	ENSG00000196361.5	ELAVL3	protein_coding
ENST00000585656.1	0	0	0	0	0	5	0	5	chr19	11577055	11616513	41783	-	ENSG00000267477.1	CTC-398G3.6	protein_coding
ENST00000293771.5	0	3	0	0	0	0	3	3	chr19	11594242	11616738	41811	-	ENSG00000161914.5	ZNF653	protein_coding
ENST00000270517.7	0	1	1	0	0	0	2	2	chr19	11616731	11639989	41881	-	ENSG00000130159.9	ECSIT	protein_coding
ENST00000586683.1	0	1	0	0	0	0	1	1	chr19	11661962	11670045	42225	-	ENSG00000130165.6	ELOF1	protein_coding
ENST00000592828.1	0	1	0	0	0	1	1	2	chr19	11685507	11689794	42438	-	ENSG00000102575.6	ACP5	protein_coding
ENST00000341191.6	0	1	0	0	0	1	1	2	chr19	11832080	11849788	42564	-	ENSG00000197933.8	ZNF823	protein_coding
ENST00000419886.2	0	2	0	0	0	0	2	2	chr19	12125547	12146503	43041	-	ENSG00000197647.7	ZNF433	protein_coding
ENST00000547473.1	0	0	0	0	0	0	0	0	chr19	12128703	12163782	43165	-	ENSG00000257355.1	CTD-2006C1.10	protein_coding
ENST00000602107.1	0	0	0	0	0	0	0	0	chr19	12154620	12167127	43197	-	ENSG00000257446.2	ZNF878	protein_coding
ENST00000334213.5	0	1	0	0	0	0	1	1	chr19	12242165	12251222	43330	-	ENSG00000132010.11	ZNF20	protein_coding
ENST00000430024.1	0	1	0	0	0	0	1	1	chr19	12242932	12267546	43388	-	ENSG00000213297.4	ZNF625-ZNF20	protein_coding
ENST00000455799.1	0	1	0	0	0	0	1	1	chr19	12255705	12267529	43455	-	ENSG00000257591.1	ZNF625	protein_coding
ENST00000293725.5	0	0	0	0	0	1	0	1	chr19	12428291	12444502	43726	-	ENSG00000188868.9	ZNF563	protein_coding
ENST00000242804.4	0	0	0	0	0	1	0	1	chr19	12460185	12476447	43784	-	ENSG00000198342.5	ZNF442	protein_coding
ENST00000435033.1	0	1	0	0	0	0	1	1	chr19	12490003	12512088	43829	-	ENSG00000268744.1	CTD-3105H18.14	protein_coding
ENST00000419318.1	0	1	0	0	0	0	1	1	chr19	12500830	12511794	43852	-	ENSG00000196466.6	ZNF799	protein_coding
ENST00000595562.1	0	1	0	0	0	0	1	1	chr19	12502763	12551896	43894	-	ENSG00000268870.1	CTD-3105H18.16	protein_coding
ENST00000301547.5	0	1	0	0	0	0	1	1	chr19	12540521	12551926	43906	-	ENSG00000180855.11	ZNF443	protein_coding
ENST00000598753.1	0	2	0	0	0	0	2	2	chr19	12543917	12595630	43933	-	ENSG00000269755.1	CTD-3105H18.18	protein_coding
ENST00000397732.3	0	2	0	0	0	0	2	2	chr19	12571998	12595643	43954	-	ENSG00000242852.2	ZNF709	protein_coding
ENST00000428311.1	0	1	0	0	0	3	1	4	chr19	12572373	12662288	43980	-	ENSG00000196826.7	ZNF709	protein_coding
ENST00000339282.7	0	1	0	0	0	0	1	1	chr19	12636184	12662343	44015	-	ENSG00000249709.3	ZNF564	protein_coding
ENST00000593682.1	0	0	0	0	0	0	0	0	chr19	12636534	12691789	44069	-	ENSG00000269693.1	CTD-2192J16.20	protein_coding
ENST00000311437.6	0	1	0	0	0	1	1	2	chr19	12688775	12721617	44093	-	ENSG00000188033.5	ZNF490	protein_coding
ENST00000597692.1	0	0	1	0	0	1	1	2	chr19	12754645	12759211	44242	-	ENSG00000269242.1	CTD-2192J16.22	protein_coding
ENST00000456935.2	0	1	1	0	0	2	2	4	chr19	12757327	12777556	44266	-	ENSG00000104774.8	MAN2B1	protein_coding
ENST00000597961.1	0	0	0	0	0	1	0	1	chr19	12775642	12780211	44478	-	ENSG00000269590.1	CTD-2192J16.24	protein_coding
